Function,Occurrence_Count,Failure_Count,Success_Count,Suspiciousness_Score
org/jfree/chart/renderer/xy/XYBarRenderer:<init>:(D)V,36,0.0,36.0,0.0
org/jfree/chart/renderer/xy/XYBarRenderer:setBarPainter:(Lorg/jfree/chart/renderer/xy/XYBarPainter;)V,5,0.0,5.0,0.0
org/jfree/chart/renderer/xy/XYBarRenderer:setShadowVisible:(Z)V,5,0.0,5.0,0.0
org/jfree/chart/renderer/xy/XYBarRenderer:findDomainBounds:(Lorg/jfree/data/xy/XYDataset;)Lorg/jfree/data/Range;,10,0.0,10.0,0.0
org/jfree/chart/renderer/xy/XYBarRenderer:findRangeBounds:(Lorg/jfree/data/xy/XYDataset;)Lorg/jfree/data/Range;,7,0.0,7.0,0.0
org/jfree/data/xy/XYSeriesCollection:getStartX:(II)Ljava/lang/Number;,3,0.0,3.0,0.0
org/jfree/data/xy/XYSeriesCollection:getEndX:(II)Ljava/lang/Number;,3,0.0,3.0,0.0
org/jfree/data/xy/IntervalXYDelegate:getStartX:(II)Ljava/lang/Number;,7,0.0,7.0,0.0
org/jfree/data/xy/IntervalXYDelegate:getEndX:(II)Ljava/lang/Number;,7,0.0,7.0,0.0
org/jfree/chart/ChartFactory:createXYBarChart:(Ljava/lang/String;Ljava/lang/String;ZLjava/lang/String;Lorg/jfree/data/xy/IntervalXYDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,4,0.0,4.0,0.0
org/jfree/chart/block/AbstractBlock:getHeight:()D,13,0.0,13.0,0.0
org/jfree/chart/block/AbstractBlock:setWidth:(D)V,31,0.0,31.0,0.0
org/jfree/chart/block/AbstractBlock:getWidth:()D,13,0.0,13.0,0.0
org/jfree/data/KeyedObject:getObject:()Ljava/lang/Object;,61,0.0,61.0,0.0
org/jfree/data/KeyedObjects2D:getObject:(II)Ljava/lang/Object;,50,0.0,50.0,0.0
org/jfree/data/KeyedObjects2D:getRowIndex:(Ljava/lang/Comparable;)I,43,0.0,43.0,0.0
org/jfree/data/KeyedObjects2D:getColumnIndex:(Ljava/lang/Comparable;)I,42,0.0,42.0,0.0
org/jfree/data/KeyedObjects2D:addObject:(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V,54,0.0,54.0,0.0
org/jfree/data/KeyedObjects2D:setObject:(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V,60,0.0,60.0,0.0
org/jfree/data/KeyedObjects:<init>:()V,70,0.0,70.0,0.0
org/jfree/data/KeyedObjects:getObject:(I)Ljava/lang/Object;,60,0.0,60.0,0.0
org/jfree/data/KeyedObjects:getIndex:(Ljava/lang/Comparable;)I,70,0.0,70.0,0.0
org/jfree/data/KeyedObjects:getObject:(Ljava/lang/Comparable;)Ljava/lang/Object;,52,0.0,52.0,0.0
org/jfree/data/KeyedObjects:setObject:(Ljava/lang/Comparable;Ljava/lang/Object;)V,70,0.0,70.0,0.0
org/jfree/data/KeyedObject:<init>:(Ljava/lang/Comparable;Ljava/lang/Object;)V,74,0.0,74.0,0.0
org/jfree/data/KeyedObject:getKey:()Ljava/lang/Comparable;,67,0.0,67.0,0.0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset:add:(DDLjava/lang/Comparable;Ljava/lang/Comparable;)V,19,0.0,19.0,0.0
org/jfree/data/time/TimeSeriesDataItem:compareTo:(Ljava/lang/Object;)I,24,0.0,24.0,0.0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset:add:(Ljava/lang/Number;Ljava/lang/Number;Ljava/lang/Comparable;Ljava/lang/Comparable;)V,19,0.0,19.0,0.0
org/jfree/data/statistics/MeanAndStandardDeviation:<init>:(Ljava/lang/Number;Ljava/lang/Number;)V,22,0.0,22.0,0.0
org/jfree/data/statistics/MeanAndStandardDeviation:equals:(Ljava/lang/Object;)Z,5,0.0,5.0,0.0
org/jfree/data/time/Year:<init>:(I)V,118,0.0,118.0,0.0
org/jfree/data/time/Year:getYear:()I,66,0.0,66.0,0.0
org/jfree/data/time/Year:peg:(Ljava/util/Calendar;)V,121,0.0,121.0,0.0
org/jfree/data/time/Year:getSerialIndex:()J,48,0.0,48.0,0.0
org/jfree/data/time/Year:getFirstMillisecond:(Ljava/util/Calendar;)J,121,0.0,121.0,0.0
org/jfree/data/time/Year:getLastMillisecond:(Ljava/util/Calendar;)J,121,0.0,121.0,0.0
org/jfree/data/time/Year:compareTo:(Ljava/lang/Object;)I,58,0.0,58.0,0.0
org/jfree/data/time/TimeSeries:add:(Lorg/jfree/data/time/RegularTimePeriod;Ljava/lang/Number;)V,48,0.0,48.0,0.0
org/jfree/data/time/TimeSeries:add:(Lorg/jfree/data/time/RegularTimePeriod;Ljava/lang/Number;Z)V,48,0.0,48.0,0.0
org/jfree/data/xy/DefaultHighLowDataset:<init>:(Ljava/lang/Comparable;[Ljava/util/Date;[D[D[D[D[D)V,4,0.0,4.0,0.0
org/jfree/data/xy/DefaultHighLowDataset:createNumberArray:([D)[Ljava/lang/Number;,4,0.0,4.0,0.0
org/jfree/data/gantt/TaskSeriesCollection:getPercentComplete:(III)Ljava/lang/Number;,1,0.0,1.0,0.0
org/jfree/data/general/DatasetUtilities:iterateDomainBounds:(Lorg/jfree/data/xy/XYDataset;)Lorg/jfree/data/Range;,3,0.0,3.0,0.0
org/jfree/data/xy/XYIntervalDataItem:getXHighValue:()D,4,0.0,4.0,0.0
org/jfree/data/xy/XYInterval:<init>:(DDDDD)V,26,0.0,26.0,0.0
org/jfree/data/xy/XYInterval:getXLow:()D,4,0.0,4.0,0.0
org/jfree/data/xy/XYInterval:getXHigh:()D,4,0.0,4.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:<init>:()V,10,0.0,10.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:addSeries:(Lorg/jfree/data/xy/XYIntervalSeries;)V,9,0.0,9.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:getSeriesCount:()I,7,0.0,7.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:getSeries:(I)Lorg/jfree/data/xy/XYIntervalSeries;,5,0.0,5.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:getItemCount:(I)I,4,0.0,4.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:getX:(II)Ljava/lang/Number;,3,0.0,3.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:getStartXValue:(II)D,2,0.0,2.0,0.0
org/jfree/data/xy/XYIntervalSeriesCollection:getEndXValue:(II)D,2,0.0,2.0,0.0
org/jfree/data/general/DatasetUtilities:iterateDomainBounds:(Lorg/jfree/data/xy/XYDataset;Z)Lorg/jfree/data/Range;,10,0.0,10.0,0.0
org/jfree/data/xy/XYIntervalDataItem:getX:()Ljava/lang/Double;,8,0.0,8.0,0.0
org/jfree/data/time/Millisecond:<init>:()V,2,0.0,2.0,0.0
org/jfree/data/time/Millisecond:<init>:(Ljava/util/Date;)V,3,0.0,3.0,0.0
org/jfree/data/time/Millisecond:<init>:(Ljava/util/Date;Ljava/util/TimeZone;Ljava/util/Locale;)V,5,0.0,5.0,0.0
org/jfree/data/time/Millisecond:peg:(Ljava/util/Calendar;)V,21,0.0,21.0,0.0
org/jfree/data/time/Millisecond:equals:(Ljava/lang/Object;)Z,4,0.0,4.0,0.0
org/jfree/data/time/Millisecond:getFirstMillisecond:(Ljava/util/Calendar;)J,21,0.0,21.0,0.0
org/jfree/data/category/DefaultCategoryDataset:getValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;,18,0.0,18.0,0.0
org/jfree/data/DefaultKeyedValues2D:getValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;,21,0.0,21.0,0.0
org/jfree/chart/renderer/category/StackedBarRenderer3D:<init>:()V,27,0.0,27.0,0.0
org/jfree/chart/renderer/category/StackedBarRenderer3D:<init>:(Z)V,27,0.0,27.0,0.0
org/jfree/chart/renderer/category/StackedBarRenderer3D:createStackedValueList:(Lorg/jfree/data/category/CategoryDataset;Ljava/lang/Comparable;[IDZ)Ljava/util/List;,17,0.0,17.0,0.0
org/jfree/chart/entity/ChartEntity:<init>:(Ljava/awt/Shape;Ljava/lang/String;Ljava/lang/String;)V,38,0.0,38.0,0.0
org/jfree/data/xy/XYIntervalDataItem:getXLowValue:()D,4,0.0,4.0,0.0
org/jfree/data/xy/XYIntervalDataItem:<init>:(DDDDDD)V,23,0.0,23.0,0.0
org/jfree/data/gantt/TaskSeriesCollection:getPercentComplete:(Ljava/lang/Comparable;Ljava/lang/Comparable;I)Ljava/lang/Number;,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:<init>:()V,50,0.0,50.0,0.0
org/jfree/data/gantt/Task:<init>:(Ljava/lang/String;Ljava/util/Date;Ljava/util/Date;)V,31,0.0,31.0,0.0
org/jfree/data/gantt/Task:setPercentComplete:(Ljava/lang/Double;)V,7,0.0,7.0,0.0
org/jfree/data/gantt/Task:setPercentComplete:(D)V,7,0.0,7.0,0.0
org/jfree/data/gantt/Task:addSubtask:(Lorg/jfree/data/gantt/Task;)V,8,0.0,8.0,0.0
org/jfree/data/gantt/Task:getSubtask:(I)Lorg/jfree/data/gantt/Task;,3,0.0,3.0,0.0
org/jfree/chart/plot/XYPlot:<init>:()V,26,0.0,26.0,0.0
org/jfree/chart/title/LegendTitle:getSources:()[Lorg/jfree/chart/LegendItemSource;,2,0.0,2.0,0.0
org/jfree/chart/renderer/AbstractRenderer:getItemStroke:(II)Ljava/awt/Stroke;,31,0.0,31.0,0.0
org/jfree/chart/renderer/AbstractRenderer:setStroke:(Ljava/awt/Stroke;)V,3,0.0,3.0,0.0
org/jfree/chart/renderer/AbstractRenderer:setStroke:(Ljava/awt/Stroke;Z)V,3,0.0,3.0,0.0
org/jfree/chart/plot/XYPlot:setDomainAxis:(ILorg/jfree/chart/axis/ValueAxis;)V,17,0.0,17.0,0.0
org/jfree/chart/plot/XYPlot:setDomainAxis:(ILorg/jfree/chart/axis/ValueAxis;Z)V,17,0.0,17.0,0.0
org/jfree/chart/renderer/xy/DefaultXYItemRenderer:<init>:()V,14,0.0,14.0,0.0
org/jfree/data/xy/XYIntervalSeries:getDataItem:(I)Lorg/jfree/data/ComparableObjectItem;,10,0.0,10.0,0.0
org/jfree/data/general/AbstractSeriesDataset:seriesChanged:(Lorg/jfree/data/general/SeriesChangeEvent;)V,20,0.0,20.0,0.0
org/jfree/data/ComparableObjectItem:getComparable:()Ljava/lang/Comparable;,38,0.0,38.0,0.0
org/jfree/data/ComparableObjectItem:getObject:()Ljava/lang/Object;,22,0.0,22.0,0.0
org/jfree/data/ComparableObjectItem:compareTo:(Ljava/lang/Object;)I,32,0.0,32.0,0.0
org/jfree/data/ComparableObjectSeries:getDataItem:(I)Lorg/jfree/data/ComparableObjectItem;,40,0.0,40.0,0.0
org/jfree/data/xy/XYIntervalSeries:<init>:(Ljava/lang/Comparable;)V,19,0.0,19.0,0.0
org/jfree/data/xy/XYIntervalSeries:<init>:(Ljava/lang/Comparable;ZZ)V,21,0.0,21.0,0.0
org/jfree/data/xy/XYIntervalSeries:add:(DDDDDD)V,19,0.0,19.0,0.0
org/jfree/data/xy/XYIntervalSeries:add:(Lorg/jfree/data/xy/XYIntervalDataItem;Z)V,19,0.0,19.0,0.0
org/jfree/data/xy/XYIntervalSeries:getX:(I)Ljava/lang/Number;,7,0.0,7.0,0.0
org/jfree/data/xy/XYIntervalSeries:getXLowValue:(I)D,3,0.0,3.0,0.0
org/jfree/data/xy/XYIntervalSeries:getXHighValue:(I)D,3,0.0,3.0,0.0
org/jfree/chart/plot/PolarPlot:addCornerTextItem:(Ljava/lang/String;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/PolarPlot:getAxisIndex:(Lorg/jfree/chart/axis/ValueAxis;)I,2,0.0,2.0,0.0
org/jfree/chart/plot/PolarPlot:getDatasetsMappedToAxis:(Ljava/lang/Integer;)Ljava/util/List;,2,0.0,2.0,0.0
org/jfree/chart/plot/PolarPlot:getDataRange:(Lorg/jfree/chart/axis/ValueAxis;)Lorg/jfree/data/Range;,2,0.0,2.0,0.0
org/jfree/chart/plot/dial/DialValueIndicator:hashCode:()I,1,0.0,1.0,0.0
org/jfree/data/time/TimePeriodValues:add:(Lorg/jfree/data/time/TimePeriod;D)V,12,0.0,12.0,0.0
org/jfree/data/time/TimePeriodValues:getMinMiddleIndex:()I,2,0.0,2.0,0.0
org/jfree/data/time/TimePeriodValue:<init>:(Lorg/jfree/data/time/TimePeriod;D)V,16,0.0,16.0,0.0
org/jfree/chart/renderer/category/LineRenderer3D:<init>:()V,9,0.0,9.0,0.0
org/jfree/chart/renderer/category/LineRenderer3D:setWallPaint:(Ljava/awt/Paint;)V,5,0.0,5.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getItemLineVisible:(II)Z,7,0.0,7.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getSeriesLinesVisible:(I)Ljava/lang/Boolean;,7,0.0,7.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getItemShapeVisible:(II)Z,7,0.0,7.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getSeriesShapesVisible:(I)Ljava/lang/Boolean;,7,0.0,7.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getItemShapeFilled:(II)Z,7,0.0,7.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getSeriesShapesFilled:(I)Z,7,0.0,7.0,0.0
org/jfree/chart/renderer/category/LineAndShapeRenderer:getLegendItem:(II)Lorg/jfree/chart/LegendItem;,7,0.0,7.0,0.0
org/jfree/chart/ChartFactory:createLineChart3D:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;)Lorg/jfree/chart/JFreeChart;,4,0.0,4.0,0.0
org/jfree/chart/ChartFactory:createLineChart3D:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,4,0.0,4.0,0.0
org/jfree/chart/axis/CategoryAxis3D:<init>:(Ljava/lang/String;)V,14,0.0,14.0,0.0
org/jfree/chart/axis/NumberAxis3D:<init>:(Ljava/lang/String;)V,13,0.0,13.0,0.0
org/jfree/chart/title/LegendGraphic:getLine:()Ljava/awt/Shape;,14,0.0,14.0,0.0
org/jfree/data/general/Series:isEmpty:()Z,5,0.0,5.0,0.0
org/jfree/data/ComparableObjectSeries:clear:()V,5,0.0,5.0,0.0
org/jfree/data/xy/Vector:<init>:(DD)V,22,0.0,22.0,0.0
org/jfree/data/xy/XYCoordinate:<init>:(DD)V,22,0.0,22.0,0.0
org/jfree/data/xy/VectorSeries:<init>:(Ljava/lang/Comparable;)V,14,0.0,14.0,0.0
org/jfree/data/xy/VectorSeries:<init>:(Ljava/lang/Comparable;ZZ)V,15,0.0,15.0,0.0
org/jfree/data/xy/VectorSeries:add:(DDDD)V,14,0.0,14.0,0.0
org/jfree/data/xy/VectorSeries:add:(Lorg/jfree/data/xy/VectorDataItem;Z)V,14,0.0,14.0,0.0
org/jfree/data/xy/VectorDataItem:<init>:(DDDD)V,18,0.0,18.0,0.0
org/jfree/chart/plot/dial/DialValueIndicator:equals:(Ljava/lang/Object;)Z,4,0.0,4.0,0.0
org/jfree/chart/plot/dial/DialValueIndicator:<init>:(I)V,4,0.0,4.0,0.0
org/jfree/chart/plot/ValueMarker:<init>:(D)V,36,0.0,36.0,0.0
org/jfree/chart/annotations/XYPolygonAnnotation:<init>:([DLjava/awt/Stroke;Ljava/awt/Paint;Ljava/awt/Paint;)V,5,0.0,5.0,0.0
org/jfree/chart/renderer/xy/XYAreaRenderer:setOutline:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYAreaRenderer:setUseFillPaint:(Z)V,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/XYAreaRenderer:setGradientTransformer:(Lorg/jfree/ui/GradientPaintTransformer;)V,1,0.0,1.0,0.0
org/jfree/data/category/DefaultCategoryDataset:getColumnKey:(I)Ljava/lang/Comparable;,22,0.0,22.0,0.0
org/jfree/data/DefaultKeyedValues2D:getColumnKey:(I)Ljava/lang/Comparable;,23,0.0,23.0,0.0
org/jfree/chart/urls/StandardCategoryURLGenerator:generateURL:(Lorg/jfree/data/category/CategoryDataset;II)Ljava/lang/String;,1,0.0,1.0,0.0
org/jfree/chart/needle/MeterNeedle:<clinit>:()V,1,0.0,1.0,0.0
org/jfree/chart/needle/MeterNeedle:writeObject:(Ljava/io/ObjectOutputStream;)V,10,0.0,10.0,0.0
org/jfree/chart/needle/MeterNeedle:readObject:(Ljava/io/ObjectInputStream;)V,10,0.0,10.0,0.0
org/jfree/chart/needle/MiddlePinNeedle:<init>:()V,3,0.0,3.0,0.0
org/jfree/chart/needle/MiddlePinNeedle:equals:(Ljava/lang/Object;)Z,3,0.0,3.0,0.0
org/jfree/chart/HashUtilities:hashCodeForDoubleArray:([D)I,3,0.0,3.0,0.0
org/jfree/chart/annotations/XYPolygonAnnotation:equals:(Ljava/lang/Object;)Z,4,0.0,4.0,0.0
org/jfree/chart/plot/Marker:getListeners:(Ljava/lang/Class;)[Ljava/util/EventListener;,6,0.0,6.0,0.0
org/jfree/chart/annotations/XYPolygonAnnotation:hashCode:()I,1,0.0,1.0,0.0
org/jfree/chart/plot/CategoryPlot:addRangeMarker:(Lorg/jfree/chart/plot/Marker;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/CategoryPlot:addRangeMarker:(Lorg/jfree/chart/plot/Marker;Lorg/jfree/ui/Layer;)V,8,0.0,8.0,0.0
org/jfree/chart/plot/CategoryPlot:addRangeMarker:(ILorg/jfree/chart/plot/Marker;Lorg/jfree/ui/Layer;)V,9,0.0,9.0,0.0
org/jfree/chart/plot/CategoryPlot:addRangeMarker:(ILorg/jfree/chart/plot/Marker;Lorg/jfree/ui/Layer;Z)V,9,0.0,9.0,0.0
org/jfree/chart/plot/CategoryPlot:clearRangeMarkers:()V,5,0.0,5.0,0.0
org/jfree/chart/plot/CategoryPlot:clearRangeMarkers:(I)V,2,0.0,2.0,0.0
org/jfree/chart/plot/Marker:<init>:()V,36,0.0,36.0,0.0
org/jfree/chart/plot/Marker:<init>:(Ljava/awt/Paint;)V,36,0.0,36.0,0.0
org/jfree/chart/plot/Marker:<init>:(Ljava/awt/Paint;Ljava/awt/Stroke;Ljava/awt/Paint;Ljava/awt/Stroke;F)V,50,0.0,50.0,0.0
org/jfree/chart/plot/Marker:addChangeListener:(Lorg/jfree/chart/event/MarkerChangeListener;)V,35,0.0,35.0,0.0
org/jfree/chart/plot/Marker:removeChangeListener:(Lorg/jfree/chart/event/MarkerChangeListener;)V,6,0.0,6.0,0.0
org/jfree/chart/plot/XYPlot:addDomainMarker:(Lorg/jfree/chart/plot/Marker;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/XYPlot:addDomainMarker:(Lorg/jfree/chart/plot/Marker;Lorg/jfree/ui/Layer;)V,3,0.0,3.0,0.0
org/jfree/chart/plot/XYPlot:clearDomainMarkers:()V,2,0.0,2.0,0.0
org/jfree/chart/axis/DateAxis:setDateFormatOverride:(Ljava/text/DateFormat;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:add:(Lorg/jfree/chart/plot/CategoryPlot;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:add:(Lorg/jfree/chart/plot/CategoryPlot;I)V,5,0.0,5.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:remove:(Lorg/jfree/chart/plot/CategoryPlot;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:getSubplots:()Ljava/util/List;,2,0.0,2.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:getDataRange:(Lorg/jfree/chart/axis/ValueAxis;)Lorg/jfree/data/Range;,5,0.0,5.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:equals:(Ljava/lang/Object;)Z,4,0.0,4.0,0.0
org/jfree/chart/axis/ValueAxis:setAutoTickUnitSelection:(ZZ)V,19,0.0,19.0,0.0
org/jfree/chart/axis/SegmentedTimeline:getSegmentsExcluded:()I,20,0.0,20.0,0.0
org/jfree/chart/axis/SegmentedTimeline:equals:(Ljava/lang/Object;Ljava/lang/Object;)Z,7,0.0,7.0,0.0
org/jfree/chart/axis/SegmentedTimeline:equals:(Ljava/lang/Object;)Z,7,0.0,7.0,0.0
org/jfree/chart/axis/DateAxis:setTimeline:(Lorg/jfree/chart/axis/Timeline;)V,2,0.0,2.0,0.0
org/jfree/chart/axis/DateAxis:setTickUnit:(Lorg/jfree/chart/axis/DateTickUnit;)V,14,0.0,14.0,0.0
org/jfree/chart/axis/DateAxis:setTickMarkPosition:(Lorg/jfree/chart/axis/DateTickMarkPosition;)V,14,0.0,14.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:<init>:()V,1,0.0,1.0,0.0
org/jfree/chart/axis/DateTickUnit:intToUnitType:(I)Lorg/jfree/chart/axis/DateTickUnitType;,17,0.0,17.0,0.0
org/jfree/chart/axis/DateTickUnit:notNull:(Ljava/text/DateFormat;)Ljava/text/DateFormat;,17,0.0,17.0,0.0
org/jfree/chart/axis/DateTickUnit:<init>:(IILjava/text/DateFormat;)V,17,0.0,17.0,0.0
org/jfree/chart/axis/DateTickUnit:<init>:(II)V,16,0.0,16.0,0.0
org/jfree/chart/axis/DateTickUnit:<init>:(IIIILjava/text/DateFormat;)V,17,0.0,17.0,0.0
org/jfree/chart/plot/Marker:setLabelOffsetType:(Lorg/jfree/ui/LengthAdjustmentType;)V,20,0.0,20.0,0.0
org/jfree/chart/plot/Marker:notifyListeners:(Lorg/jfree/chart/event/MarkerChangeEvent;)V,36,0.0,36.0,0.0
org/jfree/chart/plot/Marker:equals:(Ljava/lang/Object;)Z,18,0.0,18.0,0.0
org/jfree/chart/plot/Marker:writeObject:(Ljava/io/ObjectOutputStream;)V,6,0.0,6.0,0.0
org/jfree/chart/plot/Marker:readObject:(Ljava/io/ObjectInputStream;)V,6,0.0,6.0,0.0
org/jfree/chart/event/MarkerChangeEvent:<init>:(Lorg/jfree/chart/plot/Marker;)V,36,0.0,36.0,0.0
org/jfree/chart/plot/CategoryMarker:<init>:(Ljava/lang/Comparable;Ljava/awt/Paint;Ljava/awt/Stroke;)V,11,0.0,11.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:<init>:(Lorg/jfree/chart/axis/ValueAxis;)V,5,0.0,5.0,0.0
org/jfree/chart/plot/CategoryPlot:setWeight:(I)V,11,0.0,11.0,0.0
org/jfree/chart/plot/XYPlot:clearDomainMarkers:(I)V,2,0.0,2.0,0.0
org/jfree/data/xy/DefaultIntervalXYDataset:getXValue:(II)D,10,0.0,10.0,0.0
org/jfree/chart/plot/XYPlot:addDomainMarker:(ILorg/jfree/chart/plot/Marker;Lorg/jfree/ui/Layer;)V,4,0.0,4.0,0.0
org/jfree/chart/plot/XYPlot:addDomainMarker:(ILorg/jfree/chart/plot/Marker;Lorg/jfree/ui/Layer;Z)V,4,0.0,4.0,0.0
org/jfree/data/Range:constrain:(D)D,24,0.0,24.0,0.0
org/jfree/chart/block/RectangleConstraint:<init>:(Lorg/jfree/data/Range;D)V,1,0.0,1.0,0.0
org/jfree/chart/block/RectangleConstraint:toUnconstrainedWidth:()Lorg/jfree/chart/block/RectangleConstraint;,2,0.0,2.0,0.0
org/jfree/chart/block/RectangleConstraint:toFixedWidth:(D)Lorg/jfree/chart/block/RectangleConstraint;,14,0.0,14.0,0.0
org/jfree/chart/block/RectangleConstraint:toFixedHeight:(D)Lorg/jfree/chart/block/RectangleConstraint;,9,0.0,9.0,0.0
org/jfree/chart/block/GridArrangement:arrangeRF:(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/ui/Size2D;,1,0.0,1.0,0.0
org/jfree/chart/block/GridArrangement:arrangeNF:(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/ui/Size2D;,3,0.0,3.0,0.0
org/jfree/chart/plot/CategoryPlot:setDomainAxis:(ILorg/jfree/chart/axis/CategoryAxis;)V,16,0.0,16.0,0.0
org/jfree/chart/plot/CategoryPlot:setDomainAxis:(ILorg/jfree/chart/axis/CategoryAxis;Z)V,16,0.0,16.0,0.0
org/jfree/data/xy/DefaultIntervalXYDataset:getItemCount:(I)I,10,0.0,10.0,0.0
org/jfree/data/xy/DefaultIntervalXYDataset:getStartXValue:(II)D,7,0.0,7.0,0.0
org/jfree/chart/plot/Plot:removeChangeListener:(Lorg/jfree/chart/event/PlotChangeListener;)V,4,0.0,4.0,0.0
org/jfree/data/xy/DefaultIntervalXYDataset:getEndXValue:(II)D,7,0.0,7.0,0.0
org/jfree/chart/renderer/xy/ClusteredXYBarRenderer:findDomainBounds:(Lorg/jfree/data/xy/XYDataset;)Lorg/jfree/data/Range;,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/ClusteredXYBarRenderer:findDomainBoundsWithOffset:(Lorg/jfree/data/xy/IntervalXYDataset;)Lorg/jfree/data/Range;,1,0.0,1.0,0.0
org/jfree/data/statistics/Statistics:calculateMean:(Ljava/util/Collection;)D,1,0.0,1.0,0.0
org/jfree/data/statistics/Statistics:calculateMean:(Ljava/util/Collection;Z)D,6,0.0,6.0,0.0
org/jfree/data/time/TimeSeries:<init>:(Ljava/lang/Comparable;Ljava/lang/Class;)V,15,0.0,15.0,0.0
org/jfree/data/time/TimeSeries:<init>:(Ljava/lang/Comparable;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Class;)V,16,0.0,16.0,0.0
org/jfree/chart/plot/XYPlot:setDataset:(ILorg/jfree/data/xy/XYDataset;)V,26,0.0,26.0,0.0
org/jfree/data/time/TimeSeriesCollection:<init>:(Lorg/jfree/data/time/TimeSeries;)V,4,0.0,4.0,0.0
org/jfree/data/ComparableObjectSeries:indexOf:(Ljava/lang/Comparable;)I,20,0.0,20.0,0.0
org/jfree/chart/axis/NumberAxis:<init>:()V,6,0.0,6.0,0.0
org/jfree/chart/plot/Plot:setParent:(Lorg/jfree/chart/plot/Plot;)V,20,0.0,20.0,0.0
org/jfree/chart/renderer/xy/DeviationRenderer:equals:(Ljava/lang/Object;)Z,4,0.0,4.0,0.0
org/jfree/chart/title/TextTitle:hashCode:()I,5,0.0,5.0,0.0
org/jfree/chart/title/TextTitle:<init>:(Ljava/lang/String;)V,23,0.0,23.0,0.0
org/jfree/chart/needle/PointerNeedle:<init>:()V,3,0.0,3.0,0.0
org/jfree/chart/plot/SpiderWebPlot:<init>:(Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/util/TableOrder;)V,5,0.0,5.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setSeriesPaint:(ILjava/awt/Paint;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setSeriesOutlinePaint:(ILjava/awt/Paint;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setSeriesOutlineStroke:(ILjava/awt/Stroke;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setLegendItemShape:(Ljava/awt/Shape;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/SpiderWebPlot:equals:(Ljava/lang/Object;)Z,3,0.0,3.0,0.0
